CUSTOMER ID,USER NAME,PRODUCT ID,PRODUCT NAME,Text,SENTIMENT LABEL,SENTIMENT SCORE
C0975,Rahul,P0975,Tandooriwala,"Gravy was thick and flavorful, just perfect!",neutral,0.5
C0976,Tanya,P0976,Tandooriwala,Loved the smoky flavor and soft naan.,neutral,0.5
C0977,Deepa,P0977,Tandooriwala,Reasonably priced and tasty dishes.,neutral,0.5
C0978,Anjali,P0978,Tandooriwala,Ambience was nice and cozy.,neutral,0.5
C0979,Suresh,P0979,Tandooriwala,"Perfect spice level, not too mild, not too hot.",neutral,0.5
C0980,Simran,P0980,Tandooriwala,The seating area was small but nice.,neutral,0.5
C0981,Kunal,P0981,Tandooriwala,Paneer tikka was soft and flavorful.,neutral,0.5
C0982,Manish,P0982,Tandooriwala,Best dining experience weâve had recently.,neutral,0.5
C0983,Vivek,P0983,Tandooriwala,"Gravy was thick and flavorful, just perfect!",neutral,0.5
C0984,Nisha,P0984,Tandooriwala,"Overcooked kebabs this time, disappointed.",neutral,0.5
C0985,Nisha,P0985,Tandooriwala,Authentic North Indian flavors â¤ï¸,neutral,0.5
C0986,Anjali,P0986,Tandooriwala,Quality has improved since my last visit.,neutral,0.5
C0987,Kunal,P0987,Tandooriwala,Authentic North Indian flavors â¤ï¸,neutral,0.5
C0988,Sneha,P0988,Tandooriwala,Good place for family dinner.,neutral,0.5
C0989,Anita,P0989,Tandooriwala,Ambience was nice and cozy.,neutral,0.5
C0990,Isha,P0990,Tandooriwala,Staff was polite and attentive.,neutral,0.5
C0991,Rohan,P0991,Tandooriwala,"Gravy was thick and flavorful, just perfect!",neutral,0.5
C0992,Kunal,P0992,Tandooriwala,The staff recommended good dishes.,neutral,0.5
C0993,Priyanka,P0993,Tandooriwala,Delivery was delayed but taste made up for it.,neutral,0.5
C0994,Ravi,P0994,Tandooriwala,The mint chutney was super fresh!,neutral,0.5
C0995,Raj,P0995,Tandooriwala,"Ordered online, food was fresh and warm.",neutral,0.5
C0996,Isha,P0996,Tandooriwala,"Gravy was thick and flavorful, just perfect!",neutral,0.5
C0997,Anjali,P0997,Tandooriwala,A bit oily but delicious food.,neutral,0.5
C0998,Deepa,P0998,Tandooriwala,Loved the smoky flavor and soft naan.,neutral,0.5
C0999,Vivek,P0999,Tandooriwala,A bit oily but delicious food.,neutral,0.5
C1000,Kavita,P1000,Tandooriwala,They could work on presentation a bit.,neutral,0.5
C1001,Vikas,P1001,Tandooriwala,Highly recommended for non-veg lovers.,neutral,0.5
C1002,Neha,P1002,Tandooriwala,"Overcooked kebabs this time, disappointed.",neutral,0.5
C1003,Manish,P1003,Tandooriwala,Ambience was nice and cozy.,neutral,0.5
C1004,Isha,P1004,Tandooriwala,The mint chutney was super fresh!,neutral,0.5
C1005,Aarav,P1005,Tandooriwala,Would definitely visit again with friends.,neutral,0.5
C1006,Anjali,P1006,Tandooriwala,Had lunch here â food was top-notch.,neutral,0.5
C1007,Kunal,P1007,Tandooriwala,Food was too cold when delivered.,neutral,0.5
C1008,Ravi,P1008,Tandooriwala,Highly recommended for non-veg lovers.,neutral,0.5
C1009,Nikhil,P1009,Tandooriwala,Best butter chicken in town! ð,neutral,0.5
C1010,Anita,P1010,Tandooriwala,Good place for family dinner.,neutral,0.5
C1011,Rahul,P1011,Tandooriwala,Restaurant was clean and hygienic.,neutral,0.5
C1012,Aarav,P1012,Tandooriwala,Good place for family dinner.,neutral,0.5
C1013,Meena,P1013,Tandooriwala,Authentic North Indian flavors â¤ï¸,neutral,0.5
C1014,Rohan,P1014,Tandooriwala,Tandoori platter was a feast! Loved it.,neutral,0.5
C1015,Isha,P1015,Tandooriwala,Good place for family dinner.,neutral,0.5
C1016,Manish,P1016,Tandooriwala,The seating area was small but nice.,neutral,0.5
C1017,Sneha,P1017,Tandooriwala,The mint chutney was super fresh!,neutral,0.5
C1018,Anjali,P1018,Tandooriwala,Restaurant was clean and hygienic.,neutral,0.5
C1019,Deepa,P1019,Tandooriwala,Loved the smoky flavor and soft naan.,neutral,0.5
C1020,Anjali,P1020,Tandooriwala,"Overcooked kebabs this time, disappointed.",neutral,0.5
C1021,Amit,P1021,Tandooriwala,One of my favorite places to eat out.,neutral,0.5
C1022,Nisha,P1022,Tandooriwala,They could work on presentation a bit.,neutral,0.5
C1023,Ritika,P1023,Tandooriwala,Ambience was nice and cozy.,neutral,0.5
C1024,Ravi,P1024,Tandooriwala,Authentic North Indian flavors â¤ï¸,neutral,0.5
C1025,Rahul,P1025,Tandooriwala,Staff was polite and attentive.,neutral,0.5
C1026,Isha,P1026,Tandooriwala,One of my favorite places to eat out.,neutral,0.5
C1027,Preeti,P1027,Tandooriwala,Restaurant was clean and hygienic.,neutral,0.5
C1028,Rahul,P1028,Tandooriwala,A bit too spicy for my taste.,neutral,0.5
C1029,Raj,P1029,Tandooriwala,Delivery was delayed but taste made up for it.,neutral,0.5
C1030,Preeti,P1030,Tandooriwala,A bit oily but delicious food.,neutral,0.5
C1031,Karan,P1031,Tandooriwala,"Gravy was thick and flavorful, just perfect!",neutral,0.5
C1032,Amit,P1032,Tandooriwala,"Gravy was thick and flavorful, just perfect!",neutral,0.5
C1033,Kavita,P1033,Tandooriwala,Had lunch here â food was top-notch.,neutral,0.5
C1034,Ravi,P1034,Tandooriwala,Paneer tikka was soft and flavorful.,neutral,0.5
C1035,Vikas,P1035,Tandooriwala,Quick service and tasty food.,neutral,0.5
C1036,Neha,P1036,Tandooriwala,Reasonably priced and tasty dishes.,neutral,0.5
C1037,Kavita,P1037,Tandooriwala,Food was good but service was a bit slow.,neutral,0.5
C1038,Raj,P1038,Tandooriwala,Paneer tikka was soft and flavorful.,neutral,0.5
C1039,Nisha,P1039,Tandooriwala,Highly recommended for non-veg lovers.,neutral,0.5
C1040,Amit,P1040,Tandooriwala,"Overcooked kebabs this time, disappointed.",neutral,0.5
C1041,Deepa,P1041,Tandooriwala,Ambience was nice and cozy.,neutral,0.5
C1042,Kunal,P1042,Tandooriwala,The chicken tandoori was perfectly grilled! ð¥,neutral,0.5
C1043,Amit,P1043,Tandooriwala,Delivery was delayed but taste made up for it.,neutral,0.5
C1044,Anjali,P1044,Tandooriwala,Would definitely visit again with friends.,neutral,0.5
C1045,Ritika,P1045,Tandooriwala,Good place for family dinner.,neutral,0.5
C1046,Neha,P1046,Tandooriwala,Authentic North Indian flavors â¤ï¸,neutral,0.5
C1047,Asha,P1047,Tandooriwala,A bit oily but delicious food.,neutral,0.5
C1048,Amit,P1048,Tandooriwala,Paneer tikka was soft and flavorful.,neutral,0.5
C1049,Simran,P1049,Tandooriwala,Best butter chicken in town! ð,neutral,0.5
C1050,Asha,P1050,Tandooriwala,"Perfect spice level, not too mild, not too hot.",neutral,0.5
C1051,Ravi,P1051,Tandooriwala,The mint chutney was super fresh!,neutral,0.5
C1052,Vivek,P1052,Tandooriwala,Best butter chicken in town! ð,neutral,0.5
C1053,Manish,P1053,Tandooriwala,Highly recommended for non-veg lovers.,neutral,0.5
C1054,Raj,P1054,Tandooriwala,"Overcooked kebabs this time, disappointed.",neutral,0.5
C1055,Priyanka,P1055,Tandooriwala,"Ordered online, food was fresh and warm.",neutral,0.5
C1056,Amit,P1056,Tandooriwala,Roti was a little burnt but curry was amazing.,neutral,0.5
C1057,Tanya,P1057,Tandooriwala,Loved their biryani combo meal.,neutral,0.5
C1058,Preeti,P1058,Tandooriwala,Portions were generous and value for money.,neutral,0.5
C1059,Vivek,P1059,Tandooriwala,A bit oily but delicious food.,neutral,0.5
C1060,Anjali,P1060,Tandooriwala,The staff recommended good dishes.,neutral,0.5
C1061,Aarav,P1061,Tandooriwala,Veg platter was great â loved the smoky flavor.,neutral,0.5
C1062,Nikhil,P1062,Tandooriwala,"Perfect spice level, not too mild, not too hot.",neutral,0.5
C1063,Rahul,P1063,Tandooriwala,Staff was polite and attentive.,neutral,0.5
C1064,Deepa,P1064,Tandooriwala,Restaurant was clean and hygienic.,neutral,0.5
C1065,Rohan,P1065,Tandooriwala,The staff recommended good dishes.,neutral,0.5
C1066,Meena,P1066,Tandooriwala,Quality has improved since my last visit.,neutral,0.5
C1067,Divya,P1067,Tandooriwala,"Overcooked kebabs this time, disappointed.",neutral,0.5
C1068,Raj,P1068,Tandooriwala,"Perfect spice level, not too mild, not too hot.",neutral,0.5
C1069,Kunal,P1069,Tandooriwala,"Overcooked kebabs this time, disappointed.",neutral,0.5
C1070,Kavita,P1070,Tandooriwala,One of my favorite places to eat out.,neutral,0.5
C1071,Kavita,P1071,Tandooriwala,Ambience was nice and cozy.,neutral,0.5
C1072,Ravi,P1072,Tandooriwala,"Overcooked kebabs this time, disappointed.",neutral,0.5
C1073,Ravi,P1073,Tandooriwala,Perfect tandoori flavors every time!,neutral,0.5
C1074,Vikas,P1074,Tandooriwala,The mint chutney was super fresh!,neutral,0.5
C1075,Anita,P1075,Tandooriwala,The chicken curry was heavenly!,neutral,0.5
C1076,Nikhil,P1076,Tandooriwala,Best dining experience weâve had recently.,neutral,0.5
C1077,Anita,P1077,Tandooriwala,Tandoori platter was a feast! Loved it.,neutral,0.5
C1078,Divya,P1078,Tandooriwala,Tandoori platter was a feast! Loved it.,neutral,0.5
C1079,Ritika,P1079,Tandooriwala,One of my favorite places to eat out.,neutral,0.5
C1080,Raj,P1080,Tandooriwala,Ambience was nice and cozy.,neutral,0.5
C1081,Aarav,P1081,Tandooriwala,Loved the smoky flavor and soft naan.,neutral,0.5
C1082,Nikhil,P1082,Tandooriwala,Best for tandoori chicken lovers.,neutral,0.5
C1083,Anita,P1083,Tandooriwala,The chicken curry was heavenly!,neutral,0.5
C1084,Neha,P1084,Tandooriwala,Had lunch here â food was top-notch.,neutral,0.5
C1085,Preeti,P1085,Tandooriwala,Quick service and tasty food.,neutral,0.5
C1086,Ravi,P1086,Tandooriwala,"Loved the kebabs, perfectly marinated.",neutral,0.5
C1087,Simran,P1087,Tandooriwala,They could work on presentation a bit.,neutral,0.5
C1088,Simran,P1088,Tandooriwala,Best for tandoori chicken lovers.,neutral,0.5
C1089,Karan,P1089,Tandooriwala,The chicken curry was heavenly!,neutral,0.5
C1090,Anita,P1090,Tandooriwala,Roti was a little burnt but curry was amazing.,neutral,0.5
C1091,Kavita,P1091,Tandooriwala,Veg platter was great â loved the smoky flavor.,neutral,0.5
C1092,Priyanka,P1092,Tandooriwala,Staff was polite and attentive.,neutral,0.5
C1093,Vivek,P1093,Tandooriwala,Veg platter was great â loved the smoky flavor.,neutral,0.5
C1094,Deepa,P1094,Tandooriwala,Portions were generous and value for money.,neutral,0.5
C1095,Suresh,P1095,Tandooriwala,A bit oily but delicious food.,neutral,0.5
C1096,Priyanka,P1096,Tandooriwala,Tandoori platter was a feast! Loved it.,neutral,0.5
C1097,Kunal,P1097,Tandooriwala,The staff recommended good dishes.,neutral,0.5
C1098,Kavita,P1098,Tandooriwala,A bit too spicy for my taste.,neutral,0.5
C1099,Anita,P1099,Tandooriwala,The seating area was small but nice.,neutral,0.5
C1100,Asha,P1100,Tandooriwala,"Ordered online, food was fresh and warm.",neutral,0.5
C1101,Divya,P1101,Tandooriwala,Restaurant was clean and hygienic.,neutral,0.5
C1102,Anita,P1102,Tandooriwala,Best dining experience weâve had recently.,neutral,0.5
C1103,Anita,P1103,Tandooriwala,Staff was polite and attentive.,neutral,0.5
C1104,Aarav,P1104,Tandooriwala,"Ordered online, food was fresh and warm.",neutral,0.5
C1105,Karan,P1105,Tandooriwala,Loved the butter naan and paneer butter masala combo!,neutral,0.5
C1106,Neha,P1106,Tandooriwala,They could work on presentation a bit.,neutral,0.5
C1107,Preeti,P1107,Tandooriwala,Perfect tandoori flavors every time!,neutral,0.5
C1108,Asha,P1108,Tandooriwala,The mint chutney was super fresh!,neutral,0.5
C1109,Sneha,P1109,Tandooriwala,The chicken curry was heavenly!,neutral,0.5
C1110,Aarav,P1110,Tandooriwala,Highly recommended for non-veg lovers.,neutral,0.5
C1111,Vivek,P1111,Tandooriwala,A bit oily but delicious food.,neutral,0.5
C1112,Isha,P1112,Tandooriwala,Had lunch here â food was top-notch.,neutral,0.5
C1113,Vivek,P1113,Tandooriwala,Food was good but service was a bit slow.,neutral,0.5
C1114,Kunal,P1114,Tandooriwala,"Perfect spice level, not too mild, not too hot.",neutral,0.5
C1115,Preeti,P1115,Tandooriwala,The seating area was small but nice.,neutral,0.5
C1116,Vivek,P1116,Tandooriwala,The chicken tandoori was perfectly grilled! ð¥,neutral,0.5
C1117,Nisha,P1117,Tandooriwala,"Gravy was thick and flavorful, just perfect!",neutral,0.5
C1118,Nisha,P1118,Tandooriwala,The staff recommended good dishes.,neutral,0.5
C1119,Meena,P1119,Tandooriwala,Food was too cold when delivered.,neutral,0.5
C1120,Anita,P1120,Tandooriwala,"Loved the kebabs, perfectly marinated.",neutral,0.5
C1121,Divya,P1121,Tandooriwala,Authentic North Indian flavors â¤ï¸,neutral,0.5
C1122,Preeti,P1122,Tandooriwala,"Overcooked kebabs this time, disappointed.",neutral,0.5
C1123,Deepa,P1123,Tandooriwala,Best butter chicken in town! ð,neutral,0.5
C1124,Ravi,P1124,Tandooriwala,Loved the smoky flavor and soft naan.,neutral,0.5
C1125,Ravi,P1125,Tandooriwala,Highly recommended for non-veg lovers.,neutral,0.5
C1126,Vikas,P1126,Tandooriwala,Good place for family dinner.,neutral,0.5
C1127,Ravi,P1127,Tandooriwala,A bit too spicy for my taste.,neutral,0.5
C1128,Sneha,P1128,Tandooriwala,Portions were generous and value for money.,neutral,0.5
C1129,Suresh,P1129,Tandooriwala,Ambience was nice and cozy.,neutral,0.5
C1130,Suresh,P1130,Tandooriwala,Roti was a little burnt but curry was amazing.,neutral,0.5
C1131,Anjali,P1131,Tandooriwala,Would definitely visit again with friends.,neutral,0.5
C1132,Deepa,P1132,Tandooriwala,The mint chutney was super fresh!,neutral,0.5
C1133,Vivek,P1133,Tandooriwala,A bit too spicy for my taste.,neutral,0.5
C1134,Asha,P1134,Tandooriwala,Food was too cold when delivered.,neutral,0.5
C1135,Aarav,P1135,Tandooriwala,Portions were generous and value for money.,neutral,0.5
C1136,Raj,P1136,Tandooriwala,"Ordered online, food was fresh and warm.",neutral,0.5
C1137,Suresh,P1137,Tandooriwala,Authentic North Indian flavors â¤ï¸,neutral,0.5
C1138,Isha,P1138,Tandooriwala,A bit too spicy for my taste.,neutral,0.5
C1139,Vikas,P1139,Tandooriwala,The mint chutney was super fresh!,neutral,0.5
C1140,Tanya,P1140,Tandooriwala,They could work on presentation a bit.,neutral,0.5
C1141,Neha,P1141,Tandooriwala,They could work on presentation a bit.,neutral,0.5
C1142,Karan,P1142,Tandooriwala,One of my favorite places to eat out.,neutral,0.5
C1143,Simran,P1143,Tandooriwala,Highly recommended for non-veg lovers.,neutral,0.5
C1144,Manish,P1144,Tandooriwala,Loved the smoky flavor and soft naan.,neutral,0.5
C1145,Kunal,P1145,Tandooriwala,Best for tandoori chicken lovers.,neutral,0.5
C1146,Aarav,P1146,Tandooriwala,Best for tandoori chicken lovers.,neutral,0.5
C1147,Tanya,P1147,Tandooriwala,Loved their biryani combo meal.,neutral,0.5
C1148,Amit,P1148,Tandooriwala,Quick service and tasty food.,neutral,0.5
C1149,Karan,P1149,Tandooriwala,One of my favorite places to eat out.,neutral,0.5
C1150,Sneha,P1150,Tandooriwala,Quality has improved since my last visit.,neutral,0.5
C1151,Ritika,P1151,Tandooriwala,Best for tandoori chicken lovers.,neutral,0.5
C1152,Aditya,P1152,Tandooriwala,Highly recommended for non-veg lovers.,neutral,0.5
C1153,Neha,P1153,Tandooriwala,Authentic North Indian flavors â¤ï¸,neutral,0.5
C1154,Raj,P1154,Tandooriwala,Tandoori platter was a feast! Loved it.,neutral,0.5
C1155,Anjali,P1155,Tandooriwala,Tandoori platter was a feast! Loved it.,neutral,0.5
C1156,Divya,P1156,Tandooriwala,Best butter chicken in town! ð,neutral,0.5
C1157,Sneha,P1157,Tandooriwala,"Gravy was thick and flavorful, just perfect!",neutral,0.5
C1158,Manish,P1158,Tandooriwala,Best for tandoori chicken lovers.,neutral,0.5
C1159,Aditya,P1159,Tandooriwala,Highly recommended for non-veg lovers.,neutral,0.5
C1160,Preeti,P1160,Tandooriwala,"Ordered online, food was fresh and warm.",neutral,0.5
C1161,Aditya,P1161,Tandooriwala,Food was good but service was a bit slow.,neutral,0.5
C1162,Sneha,P1162,Tandooriwala,Veg platter was great â loved the smoky flavor.,neutral,0.5
C1163,Priyanka,P1163,Tandooriwala,Reasonably priced and tasty dishes.,neutral,0.5
C1164,Aditya,P1164,Tandooriwala,Loved the butter naan and paneer butter masala combo!,neutral,0.5
C1165,Aarav,P1165,Tandooriwala,"Loved the kebabs, perfectly marinated.",neutral,0.5
C1166,Aditya,P1166,Tandooriwala,The chicken tandoori was perfectly grilled! ð¥,neutral,0.5
C1167,Anita,P1167,Tandooriwala,The chicken tandoori was perfectly grilled! ð¥,neutral,0.5
C1168,Divya,P1168,Tandooriwala,Quick service and tasty food.,neutral,0.5
C1169,Meena,P1169,Tandooriwala,Food was good but service was a bit slow.,neutral,0.5
C1170,Tanya,P1170,Tandooriwala,A bit oily but delicious food.,neutral,0.5
C1171,Rahul,P1171,Tandooriwala,Staff was polite and attentive.,neutral,0.5
C1172,Divya,P1172,Tandooriwala,Food was good but service was a bit slow.,neutral,0.5
C1173,Nikhil,P1173,Tandooriwala,"Overcooked kebabs this time, disappointed.",neutral,0.5
C1174,Nisha,P1174,Tandooriwala,Veg platter was great â loved the smoky flavor.,neutral,0.5
C1175,Ritika,P1175,Tandooriwala,"Overcooked kebabs this time, disappointed.",neutral,0.5
C1176,Priyanka,P1176,Tandooriwala,Staff was polite and attentive.,neutral,0.5
C1177,Simran,P1177,Tandooriwala,One of my favorite places to eat out.,neutral,0.5
C1178,Priyanka,P1178,Tandooriwala,Best for tandoori chicken lovers.,neutral,0.5
C1179,Rohan,P1179,Tandooriwala,Loved the butter naan and paneer butter masala combo!,neutral,0.5
C1180,Suresh,P1180,Tandooriwala,Veg platter was great â loved the smoky flavor.,neutral,0.5
C1181,Nisha,P1181,Tandooriwala,Would definitely visit again with friends.,neutral,0.5
C1182,Ritika,P1182,Tandooriwala,Highly recommended for non-veg lovers.,neutral,0.5
C1183,Isha,P1183,Tandooriwala,The mint chutney was super fresh!,neutral,0.5
C1184,Simran,P1184,Tandooriwala,Loved the butter naan and paneer butter masala combo!,neutral,0.5
C1185,Nisha,P1185,Tandooriwala,Best for tandoori chicken lovers.,neutral,0.5
C1186,Tanya,P1186,Tandooriwala,Reasonably priced and tasty dishes.,neutral,0.5
C1187,Kavita,P1187,Tandooriwala,Highly recommended for non-veg lovers.,neutral,0.5
C1188,Rahul,P1188,Tandooriwala,Food was good but service was a bit slow.,neutral,0.5
C1189,Vivek,P1189,Tandooriwala,"Perfect spice level, not too mild, not too hot.",neutral,0.5
C1190,Manish,P1190,Tandooriwala,"Perfect spice level, not too mild, not too hot.",neutral,0.5
C1191,Vivek,P1191,Tandooriwala,Loved the butter naan and paneer butter masala combo!,neutral,0.5
C1192,Amit,P1192,Tandooriwala,Best dining experience weâve had recently.,neutral,0.5
C1193,Deepa,P1193,Tandooriwala,Best butter chicken in town! ð,neutral,0.5
C1194,Preeti,P1194,Tandooriwala,Paneer tikka was soft and flavorful.,neutral,0.5
C1195,Karan,P1195,Tandooriwala,Food was good but service was a bit slow.,neutral,0.5
C1196,Rahul,P1196,Tandooriwala,"Perfect spice level, not too mild, not too hot.",neutral,0.5
C1197,Anita,P1197,Tandooriwala,A bit too spicy for my taste.,neutral,0.5
C1198,Nikhil,P1198,Tandooriwala,"Perfect spice level, not too mild, not too hot.",neutral,0.5
C1199,Tanya,P1199,Tandooriwala,Ambience was nice and cozy.,neutral,0.5
C1200,Aditya,P1200,Tandooriwala,The staff recommended good dishes.,neutral,0.5
C1201,Deepa,P1201,Tandooriwala,"Gravy was thick and flavorful, just perfect!",neutral,0.5
C1202,Meena,P1202,Tandooriwala,Loved the smoky flavor and soft naan.,neutral,0.5
C1203,Aarav,P1203,Tandooriwala,Quick service and tasty food.,neutral,0.5
C1204,Asha,P1204,Tandooriwala,"Gravy was thick and flavorful, just perfect!",neutral,0.5
C1205,Suresh,P1205,Tandooriwala,One of my favorite places to eat out.,neutral,0.5
C1206,Deepa,P1206,Tandooriwala,Best dining experience weâve had recently.,neutral,0.5
C1207,Vivek,P1207,Tandooriwala,Quick service and tasty food.,neutral,0.5
C1208,Neha,P1208,Tandooriwala,The mint chutney was super fresh!,neutral,0.5
C1209,Aditya,P1209,Tandooriwala,Roti was a little burnt but curry was amazing.,neutral,0.5
C1210,Manish,P1210,Tandooriwala,Loved the butter naan and paneer butter masala combo!,neutral,0.5
C1211,Aarav,P1211,Tandooriwala,Loved their biryani combo meal.,neutral,0.5
C1212,Anita,P1212,Tandooriwala,"Loved the kebabs, perfectly marinated.",neutral,0.5
C1213,Vivek,P1213,Tandooriwala,The chicken curry was heavenly!,neutral,0.5
C1214,Tanya,P1214,Tandooriwala,Food was too cold when delivered.,neutral,0.5
C1215,Isha,P1215,Tandooriwala,Loved the smoky flavor and soft naan.,neutral,0.5
C1216,Vivek,P1216,Tandooriwala,Food was good but service was a bit slow.,neutral,0.5
C1217,Raj,P1217,Tandooriwala,"Overcooked kebabs this time, disappointed.",neutral,0.5
C1218,Divya,P1218,Tandooriwala,Food was good but service was a bit slow.,neutral,0.5
C1219,Isha,P1219,Tandooriwala,Good place for family dinner.,neutral,0.5
C1220,Rahul,P1220,Tandooriwala,Paneer tikka was soft and flavorful.,neutral,0.5
C1221,Ritika,P1221,Tandooriwala,They could work on presentation a bit.,neutral,0.5
C1222,Tanya,P1222,Tandooriwala,Loved their biryani combo meal.,neutral,0.5
C1223,Sneha,P1223,Tandooriwala,Loved the smoky flavor and soft naan.,neutral,0.5
C1224,Nisha,P1224,Tandooriwala,Reasonably priced and tasty dishes.,neutral,0.5
C1225,Karan,P1225,Tandooriwala,Would definitely visit again with friends.,neutral,0.5
C1226,Rohan,P1226,Tandooriwala,Food was too cold when delivered.,neutral,0.5
C1227,Isha,P1227,Tandooriwala,One of my favorite places to eat out.,neutral,0.5
C1228,Divya,P1228,Tandooriwala,"Overcooked kebabs this time, disappointed.",neutral,0.5
C1229,Vivek,P1229,Tandooriwala,Loved the smoky flavor and soft naan.,neutral,0.5
C1230,Deepa,P1230,Tandooriwala,Restaurant was clean and hygienic.,neutral,0.5
C1231,Anita,P1231,Tandooriwala,Food was too cold when delivered.,neutral,0.5
C1232,Manish,P1232,Tandooriwala,"Perfect spice level, not too mild, not too hot.",neutral,0.5
C1233,Suresh,P1233,Tandooriwala,Restaurant was clean and hygienic.,neutral,0.5
C1234,Deepa,P1234,Tandooriwala,Loved the butter naan and paneer butter masala combo!,neutral,0.5
C1235,Vivek,P1235,Tandooriwala,Delivery was delayed but taste made up for it.,neutral,0.5
C1236,Sneha,P1236,Tandooriwala,Best butter chicken in town! ð,neutral,0.5
C1237,Ravi,P1237,Tandooriwala,The chicken tandoori was perfectly grilled! ð¥,neutral,0.5
C1238,Rohan,P1238,Tandooriwala,Roti was a little burnt but curry was amazing.,neutral,0.5
C1239,Isha,P1239,Tandooriwala,The chicken tandoori was perfectly grilled! ð¥,neutral,0.5
C1240,Divya,P1240,Tandooriwala,Perfect tandoori flavors every time!,neutral,0.5
C1241,Asha,P1241,Tandooriwala,Delivery was delayed but taste made up for it.,neutral,0.5
C1242,Nikhil,P1242,Tandooriwala,Delivery was delayed but taste made up for it.,neutral,0.5
C1243,Preeti,P1243,Tandooriwala,Quality has improved since my last visit.,neutral,0.5
C1244,Amit,P1244,Tandooriwala,Ambience was nice and cozy.,neutral,0.5
C1245,Asha,P1245,Tandooriwala,Roti was a little burnt but curry was amazing.,neutral,0.5
C1246,Deepa,P1246,Tandooriwala,One of my favorite places to eat out.,neutral,0.5
C1247,Ritika,P1247,Tandooriwala,Quick service and tasty food.,neutral,0.5
C1248,Ravi Nair,P1248,Britannia NutriChoice,,positive,0.8125
C1249,Karthik Gowda,P1249,Britannia NutriChoice,,positive,0.6333333333333333
C1250,Karthik Nair,P1250,Britannia Marie Gold,"I absolutely love the Britannia NutriChoice, it's my go-to snack!",positive,0.675
C1251,Ananya Sharma,P1251,Britannia Marie Gold,Good but not great — Britannia NutriChoice could use more flavor.,positive,0.5625
C1252,Priya Iyer,P1252,Britannia Bourbon,"Too sweet for my liking, Britannia Marie Gold could balance the flavor.",positive,1
C1253,Ramesh Kumar,P1253,Britannia Tiger,"Britannia Marie Gold is fine, though sometimes it tastes a bit bland.",positive,0.5833333333333334
C1254,Rahul Reddy,P1254,Britannia Marie Gold,Britannia Bourbon has the best flavor and texture among all biscuits.,positive,0.5083333333333333
C1255,Priya Verma,P1255,Britannia Treat,"Decent taste, but could improve packaging for Britannia Tiger.",negative,0.275
C1256,Meena Iyer,P1256,Britannia Tiger,"Average experience, Britannia Marie Gold was not as fresh as expected.",positive,1
C1257,Meena Patel,P1257,Britannia Marie Gold,Britannia Treat was stale when I bought it — poor experience.,negative,0.425
C1258,Ravi Gowda,P1258,Britannia Treat,Perfect with evening tea — Britannia Tiger never disappoints.,positive,0.5833333333333334
C1259,Ravi Nair,P1259,Britannia Good Day,"Not worth the price, Britannia Marie Gold is overrated.",positive,0.75
C1260,Rahul Verma,P1260,Britannia Jim Jam,"Decent taste, but could improve packaging for Britannia Treat.",positive,1
C1261,Rahul Reddy,P1261,Britannia Bourbon,"The Britannia Good Day biscuits are fresh, crispy, and so tasty.",positive,1
C1262,Varun Gowda,P1262,Britannia Pure Magic,Perfect with evening tea — Britannia Jim Jam never disappoints.,positive,0.7232142857142857
C1263,Ravi Verma,P1263,Britannia Good Day,Britannia Bourbon has the best flavor and texture among all biscuits.,positive,0.925
C1264,Varun Verma,P1264,Britannia Marie Gold,"I absolutely love the Britannia Pure Magic, it's my go-to snack!",positive,0.675
C1265,Priya Sharma,P1265,Britannia NutriChoice,Perfect with evening tea — Britannia Good Day never disappoints.,positive,0.8125
C1266,Priya Verma,P1266,Britannia Treat,"Too sweet for my liking, Britannia Marie Gold could balance the flavor.",negative,0.425
C1267,Ramesh Nair,P1267,Britannia Good Day,"I absolutely love the Britannia NutriChoice, it's my go-to snack!",positive,0.7821428571428571
C1268,Ravi Iyer,P1268,Britannia Pure Magic,"Not worth the price, Britannia Treat is overrated.",positive,0.6514285714285715
C1269,Karthik Nair,P1269,Britannia Tiger,"Britannia Good Day is okay, nothing special but good for tea time.",positive,0.8125
C1270,Karthik Gowda,P1270,Britannia Pure Magic,Good but not great — Britannia Pure Magic could use more flavor.,positive,0.594047619
C1271,Ramesh Verma,P1271,Britannia NutriChoice,I have been eating Britannia Tiger since childhood — still my favorite!,negative,0.425
C1272,Rahul Kumar,P1272,Britannia Marie Gold,"Not worth the price, Britannia Pure Magic is overrated.",positive,0.675
C1273,Ramesh Reddy,P1273,Britannia Jim Jam,"Not worth the price, Britannia NutriChoice is overrated.",positive,1
C1274,Sneha Das,P1274,Britannia Treat,"Too sweet for my liking, Britannia Marie Gold could balance the flavor.",positive,0.6333333333333333
C1275,Priya Nair,P1275,Britannia Bourbon,Britannia Jim Jam has the best flavor and texture among all biscuits.,negative,0.275
C1276,Ravi Nair,P1276,Britannia Treat,Good but not great — Britannia Treat could use more flavor.,positive,0.5625
C1277,Varun Patel,P1277,Britannia Bourbon,Britannia Bourbon was stale when I bought it — poor experience.,positive,0.675
C1278,Ravi Kumar,P1278,Britannia Treat,"Britannia Treat is fine, though sometimes it tastes a bit bland.",negative,0.425
C1279,Rahul Menon,P1279,Britannia Marie Gold,"Too sweet for my liking, Britannia Bourbon could balance the flavor.",positive,0.65
